scheduler,cpu_config,num_vms,avg_waiting_time,avg_turnaround_time,avg_response_time,cpu_utilization,throughput,deadline_misses,deadline_miss_rate,fairness_jain_index,estimated_energy,context_switches,estimated_scheduling_overhead,total_time,workload_type,seed
PRR,x86-like,100,1227.081,1255.9097,1072.1602,0.9967,0.03457,91,0.91,0.094,5765.74,730,36.5,2892.3,bursty,4
PRM,x86-like,100,1192.1842,1221.0129,1184.1792,0.9967,0.03457,87,0.87,0.0829,5765.74,109,5.45,2892.3,bursty,4
Contextual Bandit RL,x86-like,100,1588.6982,1617.5269,485.2753,0.9967,0.03457,86,0.86,0.0829,5765.74,642,32.1,2892.3,bursty,4
Proposed Hybrid,x86-like,100,1304.9108,1333.7395,743.8173,0.9967,0.03457,96,0.96,0.0282,5765.74,670,33.5,2892.3,bursty,4
PRR,x86-like,100,1139.3512,1165.9781,966.927,0.997,0.03744,92,0.92,0.0833,5325.38,643,32.15,2670.74,bursty,5
PRM,x86-like,100,1106.5914,1133.2183,1082.3648,0.997,0.03744,91,0.91,0.0758,5325.38,108,5.4,2670.74,bursty,5
Contextual Bandit RL,x86-like,100,1390.2396,1416.8665,600.1881,0.997,0.03744,88,0.88,0.1317,5325.38,598,29.9,2670.74,bursty,5
Proposed Hybrid,x86-like,100,1294.1884,1320.8153,694.0546,0.997,0.03744,98,0.98,0.0693,5325.38,625,31.25,2670.74,bursty,5
PRR,x86-like,100,577.4394,595.0096,512.9106,0.9959,0.05668,87,0.87,0.1174,3162.636,413,20.65,1764.17,mixed,1
PRM,x86-like,100,624.5501,642.1203,616.3937,0.9959,0.05668,79,0.79,0.171,3162.636,114,5.7,1764.17,mixed,1
Contextual Bandit RL,x86-like,100,595.2631,612.8333,300.4767,0.9959,0.05668,73,0.73,0.2143,3162.636,335,16.75,1764.17,mixed,1
Proposed Hybrid,x86-like,100,573.3614,590.9316,435.2903,0.9959,0.05668,89,0.89,0.0749,3162.636,341,17.05,1764.17,mixed,1
PRR,x86-like,100,416.4715,431.2354,365.0988,0.9979,0.06759,77,0.77,0.2078,2657.502,341,17.05,1479.53,mixed,2
PRM,x86-like,100,412.5017,427.2656,407.023,0.9979,0.06759,77,0.77,0.2081,2657.502,119,5.95,1479.53,mixed,2
Contextual Bandit RL,x86-like,100,436.7273,451.4912,187.1411,0.9979,0.06759,69,0.69,0.3221,2657.502,310,15.5,1479.53,mixed,2
Proposed Hybrid,x86-like,100,434.4216,449.1855,283.5455,0.9979,0.06759,91,0.91,0.0868,2657.502,334,16.7,1479.53,mixed,2
PRR,x86-like,100,436.8166,452.7653,365.6491,0.9994,0.06266,78,0.78,0.1819,2870.766,354,17.7,1595.9,mixed,3
PRM,x86-like,100,507.8576,523.8063,488.3024,0.9994,0.06266,76,0.76,0.1906,2870.766,114,5.7,1595.9,mixed,3
Contextual Bandit RL,x86-like,100,655.4133,671.362,329.4101,0.9994,0.06266,82,0.82,0.1185,2870.766,345,17.25,1595.9,mixed,3
Proposed Hybrid,x86-like,100,565.9152,581.8639,400.3429,0.9994,0.06266,88,0.88,0.0795,2870.766,346,17.3,1595.9,mixed,3
PRR,x86-like,100,313.4132,327.1696,270.0634,0.9918,0.0721,71,0.71,0.2234,2476.152,290,14.5,1386.96,mixed,4
PRM,x86-like,100,334.4726,348.229,319.0276,0.9918,0.0721,73,0.73,0.2538,2476.152,128,6.4,1386.96,mixed,4
Contextual Bandit RL,x86-like,100,334.1772,347.9336,139.4225,0.9918,0.0721,69,0.69,0.2476,2476.152,261,13.05,1386.96,mixed,4
Proposed Hybrid,x86-like,100,343.7794,357.5358,254.4468,0.9918,0.0721,86,0.86,0.1267,2476.152,268,13.4,1386.96,mixed,4
PRR,x86-like,100,350.8276,365.4125,306.1251,0.9934,0.06811,73,0.73,0.2688,2625.282,310,15.5,1468.15,mixed,5
PRM,x86-like,100,398.5842,413.1691,388.4537,0.9934,0.06811,71,0.71,0.28,2625.282,120,6.0,1468.15,mixed,5
Contextual Bandit RL,x86-like,100,490.2334,504.8183,217.2634,0.9934,0.06811,80,0.8,0.2015,2625.282,294,14.7,1468.15,mixed,5
Proposed Hybrid,x86-like,100,433.5312,448.1161,289.3574,0.9934,0.06811,92,0.92,0.0963,2625.282,323,16.15,1468.15,mixed,5
PRR,RISC-V-like,5,0.7298,7.1385,0.7298,0.7354,0.11476,0,0.0,0.8495,32.043,4,0.2,43.57,light,1
PRM,RISC-V-like,5,0.7298,7.1385,0.7298,0.7354,0.11476,0,0.0,0.8495,32.043,4,0.2,43.57,light,1
Contextual Bandit RL,RISC-V-like,5,0.7298,7.1385,0.7298,0.7354,0.11476,0,0.0,0.8495,32.043,4,0.2,43.57,light,1
Proposed Hybrid,RISC-V-like,5,0.7298,7.1385,0.7298,0.7354,0.11476,0,0.0,0.8495,32.043,4,0.2,43.57,light,1
PRR,RISC-V-like,5,0.0,4.6109,0.0,0.4349,0.09432,0,0.0,1.0,23.054,4,0.2,53.011,light,2
PRM,RISC-V-like,5,0.0,4.6109,0.0,0.4349,0.09432,0,0.0,1.0,23.054,4,0.2,53.011,light,2
Contextual Bandit RL,RISC-V-like,5,0.0,4.6109,0.0,0.4349,0.09432,0,0.0,1.0,23.054,4,0.2,53.011,light,2
Proposed Hybrid,RISC-V-like,5,0.0,4.6109,0.0,0.4349,0.09432,0,0.0,1.0,23.054,4,0.2,53.011,light,2
PRR,RISC-V-like,5,0.0,5.2478,0.0,0.5273,0.10049,0,0.0,1.0,26.239,4,0.2,49.757,light,3
PRM,RISC-V-like,5,0.0,5.2478,0.0,0.5273,0.10049,0,0.0,1.0,26.239,4,0.2,49.757,light,3
Contextual Bandit RL,RISC-V-like,5,0.0,5.2478,0.0,0.5273,0.10049,0,0.0,1.0,26.239,4,0.2,49.757,light,3
Proposed Hybrid,RISC-V-like,5,0.0,5.2478,0.0,0.5273,0.10049,0,0.0,1.0,26.239,4,0.2,49.757,light,3
PRR,RISC-V-like,5,0.0,6.3391,0.0,0.5163,0.08144,0,0.0,1.0,31.696,4,0.2,61.391,light,4
PRM,RISC-V-like,5,0.0,6.3391,0.0,0.5163,0.08144,0,0.0,1.0,31.696,4,0.2,61.391,light,4
Contextual Bandit RL,RISC-V-like,5,0.0,6.3391,0.0,0.5163,0.08144,0,0.0,1.0,31.696,4,0.2,61.391,light,4
Proposed Hybrid,RISC-V-like,5,0.0,6.3391,0.0,0.5163,0.08144,0,0.0,1.0,31.696,4,0.2,61.391,light,4
PRR,RISC-V-like,5,0.0,5.7913,0.0,0.4442,0.0767,0,0.0,1.0,28.957,4,0.2,65.185,light,5
PRM,RISC-V-like,5,0.0,5.7913,0.0,0.4442,0.0767,0,0.0,1.0,28.957,4,0.2,65.185,light,5
Contextual Bandit RL,RISC-V-like,5,0.0,5.7913,0.0,0.4442,0.0767,0,0.0,1.0,28.957,4,0.2,65.185,light,5
Proposed Hybrid,RISC-V-like,5,0.0,5.7913,0.0,0.4442,0.0767,0,0.0,1.0,28.957,4,0.2,65.185,light,5
PRR,RISC-V-like,5,33.481,49.5049,20.2679,0.9405,0.05869,4,0.8,0.3559,120.179,9,0.45,85.19,normal,1
PRM,RISC-V-like,5,28.5483,44.5723,12.2049,0.9405,0.05869,3,0.6,0.4319,120.179,6,0.3,85.19,normal,1
Contextual Bandit RL,RISC-V-like,5,45.1244,61.1483,6.807,0.9405,0.05869,5,1.0,0.8943,120.179,15,0.75,85.19,normal,1
Proposed Hybrid,RISC-V-like,5,38.9897,55.0136,22.6505,0.9405,0.05869,4,0.8,0.8495,120.179,12,0.6,85.19,normal,1
PRR,RISC-V-like,5,10.5585,22.089,7.1607,0.9417,0.08167,1,0.2,0.6454,86.478,6,0.3,61.222,normal,2
PRM,RISC-V-like,5,10.9107,22.4411,9.2107,0.9417,0.08167,1,0.2,0.6753,86.478,5,0.25,61.222,normal,2
Contextual Bandit RL,RISC-V-like,5,12.6585,24.189,4.602,0.9417,0.08167,3,0.6,0.4089,86.478,9,0.45,61.222,normal,2
Proposed Hybrid,RISC-V-like,5,11.4281,22.9585,8.0303,0.9417,0.08167,1,0.2,0.66,86.478,6,0.3,61.222,normal,2
PRR,RISC-V-like,5,27.8366,40.954,8.3931,0.9631,0.07342,4,0.8,0.3561,98.38,10,0.5,68.097,normal,3
PRM,RISC-V-like,5,25.9192,39.0366,16.7018,0.9631,0.07342,3,0.6,0.5547,98.38,5,0.25,68.097,normal,3
Contextual Bandit RL,RISC-V-like,5,27.8583,40.9757,3.317,0.9631,0.07342,4,0.8,0.6769,98.38,12,0.6,68.097,normal,3
Proposed Hybrid,RISC-V-like,5,21.691,34.8083,7.7844,0.9631,0.07342,5,1.0,0.5719,98.38,12,0.6,68.097,normal,3
PRR,RISC-V-like,5,21.1817,37.0317,18.4274,0.9119,0.05753,2,0.4,0.8068,118.875,8,0.4,86.91,normal,4
PRM,RISC-V-like,5,22.9122,38.7622,22.9122,0.9119,0.05753,2,0.4,0.2784,118.875,4,0.2,86.91,normal,4
Contextual Bandit RL,RISC-V-like,5,25.5296,41.3796,12.9296,0.9119,0.05753,3,0.6,0.7561,118.875,12,0.6,86.91,normal,4
Proposed Hybrid,RISC-V-like,5,27.2687,43.1187,11.3361,0.9119,0.05753,3,0.6,0.2536,118.875,12,0.6,86.91,normal,4
PRR,RISC-V-like,5,19.6373,34.1177,6.933,0.9138,0.06311,3,0.6,0.3266,108.603,7,0.35,79.232,normal,5
PRM,RISC-V-like,5,16.759,31.2395,13.0547,0.9138,0.06311,2,0.4,0.3476,108.603,6,0.3,79.232,normal,5
Contextual Bandit RL,RISC-V-like,5,21.9764,36.4569,6.159,0.9138,0.06311,3,0.6,0.2877,108.603,11,0.55,79.232,normal,5
Proposed Hybrid,RISC-V-like,5,24.3438,38.8243,10.2438,0.9138,0.06311,4,0.8,0.7616,108.603,10,0.5,79.232,normal,5
PRR,RISC-V-like,5,104.5623,154.5405,61.1101,0.9879,0.01977,4,0.8,0.2249,624.728,20,1.0,252.941,cpu_heavy,1
PRM,RISC-V-like,5,87.547,137.5253,35.2623,0.9879,0.01977,3,0.6,0.276,624.728,6,0.3,252.941,cpu_heavy,1
Contextual Bandit RL,RISC-V-like,5,175.3666,225.3449,8.1079,0.9879,0.01977,5,1.0,0.9859,624.728,48,2.4,252.941,cpu_heavy,1
Proposed Hybrid,RISC-V-like,5,141.384,191.3623,20.2818,0.9879,0.01977,5,1.0,0.8777,624.728,51,2.55,252.941,cpu_heavy,1
PRR,RISC-V-like,5,59.9236,97.917,53.941,0.9893,0.02604,3,0.6,0.2416,474.918,5,0.25,192.017,cpu_heavy,2
PRM,RISC-V-like,5,63.1844,101.1779,57.2018,0.9893,0.02604,3,0.6,0.2398,474.918,5,0.25,192.017,cpu_heavy,2
Contextual Bandit RL,RISC-V-like,5,99.091,137.0844,33.7649,0.9893,0.02604,5,1.0,0.5034,474.918,26,1.3,192.017,cpu_heavy,2
Proposed Hybrid,RISC-V-like,5,69.4888,107.4823,35.3736,0.9893,0.02604,3,0.6,0.4575,474.918,19,0.95,192.017,cpu_heavy,2
PRR,RISC-V-like,5,88.1565,130.3826,23.8435,0.9937,0.02353,4,0.8,0.2356,527.826,22,1.1,212.47,cpu_heavy,3
PRM,RISC-V-like,5,91.1565,133.3826,62.2304,0.9937,0.02353,3,0.6,0.2511,527.826,5,0.25,212.47,cpu_heavy,3
Contextual Bandit RL,RISC-V-like,5,109.3391,151.5652,12.8609,0.9937,0.02353,4,0.8,0.6695,527.826,21,1.05,212.47,cpu_heavy,3
Proposed Hybrid,RISC-V-like,5,105.3087,147.5348,18.0783,0.9937,0.02353,4,0.8,0.8126,527.826,28,1.4,212.47,cpu_heavy,3
PRR,RISC-V-like,5,95.5046,145.0177,80.6242,0.9811,0.01981,3,0.6,0.764,618.913,22,1.1,252.335,cpu_heavy,4
PRM,RISC-V-like,5,96.9394,146.4524,96.9394,0.9811,0.01981,3,0.6,0.2185,618.913,4,0.2,252.335,cpu_heavy,4
Contextual Bandit RL,RISC-V-like,5,100.722,150.235,51.3763,0.9811,0.01981,3,0.6,0.507,618.913,18,0.9,252.335,cpu_heavy,4
Proposed Hybrid,RISC-V-like,5,114.635,164.1481,31.2611,0.9811,0.01981,3,0.6,0.513,618.913,27,1.35,252.335,cpu_heavy,4
PRR,RISC-V-like,5,75.2219,121.0806,32.6545,0.9819,0.02141,3,0.6,0.2698,573.234,7,0.35,233.513,cpu_heavy,5
PRM,RISC-V-like,5,74.8023,120.661,62.0263,0.9819,0.02141,3,0.6,0.2763,573.234,5,0.25,233.513,cpu_heavy,5
Contextual Bandit RL,RISC-V-like,5,128.8089,174.6676,23.7763,0.9819,0.02141,5,1.0,0.4904,573.234,44,2.2,233.513,cpu_heavy,5
Proposed Hybrid,RISC-V-like,5,106.561,152.4197,18.5589,0.9819,0.02141,5,1.0,0.4923,573.234,26,1.3,233.513,cpu_heavy,5
PRR,RISC-V-like,5,73.5343,109.5952,31.7517,0.9724,0.02697,4,0.8,0.3182,360.609,13,0.65,185.424,bursty,1
PRM,RISC-V-like,5,56.7691,92.83,14.4235,0.9724,0.02697,3,0.6,0.2717,360.609,6,0.3,185.424,bursty,1
Contextual Bandit RL,RISC-V-like,5,124.5843,160.6452,6.1343,0.9724,0.02697,5,1.0,0.9815,360.609,34,1.7,185.424,bursty,1
Proposed Hybrid,RISC-V-like,5,89.7213,125.7822,12.2213,0.9724,0.02697,4,0.8,0.8276,360.609,34,1.7,185.424,bursty,1
PRR,RISC-V-like,5,20.8082,42.4864,18.4125,0.9764,0.04504,1,0.2,0.4513,216.783,5,0.25,111.011,bursty,2
PRM,RISC-V-like,5,24.7212,46.3995,22.3256,0.9764,0.04504,2,0.4,0.3869,216.783,5,0.25,111.011,bursty,2
Contextual Bandit RL,RISC-V-like,5,49.3995,71.0777,15.2408,0.9764,0.04504,4,0.8,0.6624,216.783,16,0.8,111.011,bursty,2
Proposed Hybrid,RISC-V-like,5,24.2864,45.9647,12.3299,0.9764,0.04504,1,0.2,0.69,216.783,13,0.65,111.011,bursty,2
PRR,RISC-V-like,5,52.5185,79.2772,13.6468,0.9936,0.03713,3,0.6,0.2902,267.587,15,0.75,134.653,bursty,3
PRM,RISC-V-like,5,59.0316,85.7903,38.6685,0.9936,0.03713,3,0.6,0.2347,267.587,5,0.25,134.653,bursty,3
Contextual Bandit RL,RISC-V-like,5,81.3729,108.1316,6.2946,0.9936,0.03713,4,0.8,0.8088,267.587,21,1.05,134.653,bursty,3
Proposed Hybrid,RISC-V-like,5,57.549,84.3077,15.8598,0.9936,0.03713,4,0.8,0.9171,267.587,20,1.0,134.653,bursty,3
PRR,RISC-V-like,5,58.6385,94.1407,50.2603,0.9496,0.02675,3,0.6,0.7506,355.022,14,0.7,186.941,bursty,4
PRM,RISC-V-like,5,65.4037,100.9059,65.4037,0.9496,0.02675,2,0.4,0.2289,355.022,4,0.2,186.941,bursty,4
Contextual Bandit RL,RISC-V-like,5,66.4646,101.9668,39.0733,0.9496,0.02675,3,0.6,0.6536,355.022,16,0.8,186.941,bursty,4
Proposed Hybrid,RISC-V-like,5,69.9429,105.445,26.7407,0.9496,0.02675,3,0.6,0.3121,355.022,18,0.9,186.941,bursty,4
PRR,RISC-V-like,5,40.6918,71.8092,18.3027,0.9508,0.03056,3,0.6,0.316,311.174,7,0.35,163.637,bursty,5
PRM,RISC-V-like,5,37.5766,68.694,31.8092,0.9508,0.03056,3,0.6,0.3888,311.174,6,0.3,163.637,bursty,5
Contextual Bandit RL,RISC-V-like,5,65.0266,96.144,16.2592,0.9508,0.03056,5,1.0,0.3462,311.174,22,1.1,163.637,bursty,5
Proposed Hybrid,RISC-V-like,5,43.5157,74.6331,12.0462,0.9508,0.03056,4,0.8,0.697,311.174,16,0.8,163.637,bursty,5
PRR,RISC-V-like,5,4.674,22.2001,4.674,0.9322,0.05319,2,0.4,0.5677,157.735,4,0.2,94.005,mixed,1
PRM,RISC-V-like,5,15.0544,32.5805,15.0544,0.9322,0.05319,2,0.4,0.5204,157.735,4,0.2,94.005,mixed,1
Contextual Bandit RL,RISC-V-like,5,7.061,24.587,3.6827,0.9322,0.05319,1,0.2,0.4426,157.735,7,0.35,94.005,mixed,1
Proposed Hybrid,RISC-V-like,5,5.361,22.887,5.361,0.9322,0.05319,2,0.4,0.5232,157.735,4,0.2,94.005,mixed,1
PRR,RISC-V-like,5,25.05,38.4043,21.7804,0.9551,0.07152,3,0.6,0.4431,120.189,5,0.25,69.912,mixed,2
PRM,RISC-V-like,5,21.5739,34.9283,13.7804,0.9551,0.07152,3,0.6,0.4709,120.189,6,0.3,69.912,mixed,2
Contextual Bandit RL,RISC-V-like,5,7.3065,20.6609,4.337,0.9551,0.07152,2,0.4,0.8678,120.189,6,0.3,69.912,mixed,2
Proposed Hybrid,RISC-V-like,5,20.0848,33.4391,15.3761,0.9551,0.07152,3,0.6,0.6173,120.189,8,0.4,69.912,mixed,2
PRR,RISC-V-like,5,7.1129,16.6259,3.4737,0.9788,0.10289,1,0.2,0.5052,85.617,5,0.25,48.595,mixed,3
PRM,RISC-V-like,5,7.1129,16.6259,3.4737,0.9788,0.10289,1,0.2,0.5052,85.617,5,0.25,48.595,mixed,3
Contextual Bandit RL,RISC-V-like,5,7.1129,16.6259,3.4737,0.9788,0.10289,1,0.2,0.5052,85.617,5,0.25,48.595,mixed,3
Proposed Hybrid,RISC-V-like,5,7.1129,16.6259,3.4737,0.9788,0.10289,1,0.2,0.5052,85.617,5,0.25,48.595,mixed,3
PRR,RISC-V-like,5,15.4555,27.2685,13.3577,0.8392,0.07104,3,0.6,0.3099,106.317,7,0.35,70.385,mixed,4
PRM,RISC-V-like,5,17.6794,29.4924,6.6207,0.8392,0.07104,3,0.6,0.4936,106.317,6,0.3,70.385,mixed,4
Contextual Bandit RL,RISC-V-like,5,22.999,34.812,8.6033,0.8392,0.07104,3,0.6,0.6926,106.317,9,0.45,70.385,mixed,4
Proposed Hybrid,RISC-V-like,5,18.5511,30.3642,11.6446,0.8392,0.07104,3,0.6,0.856,106.317,8,0.4,70.385,mixed,4
PRR,RISC-V-like,5,29.0707,45.2663,25.5946,0.8934,0.05516,4,0.8,0.5299,145.761,8,0.4,90.638,mixed,5
PRM,RISC-V-like,5,36.0229,52.2185,36.0229,0.8934,0.05516,4,0.8,0.2443,145.761,4,0.2,90.638,mixed,5
Contextual Bandit RL,RISC-V-like,5,31.8816,48.0772,27.4555,0.8934,0.05516,4,0.8,0.3601,145.761,8,0.4,90.638,mixed,5
Proposed Hybrid,RISC-V-like,5,23.4316,39.6272,18.1707,0.8934,0.05516,4,0.8,0.747,145.761,7,0.35,90.638,mixed,5
PRR,RISC-V-like,10,0.6164,6.8773,0.6164,0.6358,0.10155,0,0.0,0.8728,62.609,9,0.45,98.473,light,1
PRM,RISC-V-like,10,0.6164,6.8773,0.6164,0.6358,0.10155,0,0.0,0.8728,62.609,9,0.45,98.473,light,1
Contextual Bandit RL,RISC-V-like,10,0.6164,6.8773,0.6164,0.6358,0.10155,0,0.0,0.8728,62.609,9,0.45,98.473,light,1
Proposed Hybrid,RISC-V-like,10,0.6164,6.8773,0.6164,0.6358,0.10155,0,0.0,0.8728,62.609,9,0.45,98.473,light,1
PRR,RISC-V-like,10,-0.0,5.1522,0.0,0.448,0.08696,0,0.0,1.0,51.522,9,0.45,114.997,light,2
PRM,RISC-V-like,10,-0.0,5.1522,0.0,0.448,0.08696,0,0.0,1.0,51.522,9,0.45,114.997,light,2
Contextual Bandit RL,RISC-V-like,10,-0.0,5.1522,0.0,0.448,0.08696,0,0.0,1.0,51.522,9,0.45,114.997,light,2
Proposed Hybrid,RISC-V-like,10,-0.0,5.1522,0.0,0.448,0.08696,0,0.0,1.0,51.522,9,0.45,114.997,light,2
PRR,RISC-V-like,10,0.027,5.8759,0.027,0.5606,0.09585,0,0.0,0.9958,58.489,9,0.45,104.33,light,3
PRM,RISC-V-like,10,0.027,5.8759,0.027,0.5606,0.09585,0,0.0,0.9958,58.489,9,0.45,104.33,light,3
Contextual Bandit RL,RISC-V-like,10,0.027,5.8759,0.027,0.5606,0.09585,0,0.0,0.9958,58.489,9,0.45,104.33,light,3
Proposed Hybrid,RISC-V-like,10,0.027,5.8759,0.027,0.5606,0.09585,0,0.0,0.9958,58.489,9,0.45,104.33,light,3
PRR,RISC-V-like,10,-0.0,5.7533,0.0,0.4934,0.08576,0,0.0,1.0,57.533,9,0.45,116.603,light,4
PRM,RISC-V-like,10,-0.0,5.7533,0.0,0.4934,0.08576,0,0.0,1.0,57.533,9,0.45,116.603,light,4
Contextual Bandit RL,RISC-V-like,10,-0.0,5.7533,0.0,0.4934,0.08576,0,0.0,1.0,57.533,9,0.45,116.603,light,4
Proposed Hybrid,RISC-V-like,10,-0.0,5.7533,0.0,0.4934,0.08576,0,0.0,1.0,57.533,9,0.45,116.603,light,4
PRR,RISC-V-like,10,-0.0,5.6391,0.0,0.4622,0.08196,0,0.0,1.0,56.391,9,0.45,122.007,light,5
PRM,RISC-V-like,10,-0.0,5.6391,0.0,0.4622,0.08196,0,0.0,1.0,56.391,9,0.45,122.007,light,5
Contextual Bandit RL,RISC-V-like,10,-0.0,5.6391,0.0,0.4622,0.08196,0,0.0,1.0,56.391,9,0.45,122.007,light,5
Proposed Hybrid,RISC-V-like,10,-0.0,5.6391,0.0,0.4622,0.08196,0,0.0,1.0,56.391,9,0.45,122.007,light,5
PRR,RISC-V-like,10,64.5273,80.1806,47.0643,0.9686,0.06188,8,0.8,0.2941,234.799,15,0.75,161.603,normal,1
PRM,RISC-V-like,10,56.349,72.0023,34.7056,0.9686,0.06188,7,0.7,0.3032,234.799,12,0.6,161.603,normal,1
Contextual Bandit RL,RISC-V-like,10,84.6132,100.2664,12.199,0.9686,0.06188,9,0.9,0.6057,234.799,32,1.6,161.603,normal,1
Proposed Hybrid,RISC-V-like,10,76.4349,92.0882,42.6306,0.9686,0.06188,9,0.9,0.4342,234.799,25,1.25,161.603,normal,1
PRR,RISC-V-like,10,30.8265,43.707,15.4743,0.973,0.07554,4,0.4,0.4883,193.207,20,1.0,132.374,normal,2
PRM,RISC-V-like,10,27.1407,40.0211,25.5722,0.973,0.07554,4,0.4,0.5869,193.207,11,0.55,132.374,normal,2
Contextual Bandit RL,RISC-V-like,10,41.8993,54.7798,9.3972,0.973,0.07554,7,0.7,0.2811,193.207,22,1.1,132.374,normal,2
Proposed Hybrid,RISC-V-like,10,31.5928,44.4733,20.6537,0.973,0.07554,6,0.6,0.4469,193.207,18,0.9,132.374,normal,2
PRR,RISC-V-like,10,52.2657,66.8875,33.3886,0.9831,0.06724,8,0.8,0.2597,219.326,23,1.15,148.727,normal,3
PRM,RISC-V-like,10,55.9049,70.5266,43.0723,0.9831,0.06724,7,0.7,0.3343,219.326,11,0.55,148.727,normal,3
Contextual Bandit RL,RISC-V-like,10,74.3201,88.9418,2.9701,0.9831,0.06724,9,0.9,0.3884,219.326,32,1.6,148.727,normal,3
Proposed Hybrid,RISC-V-like,10,47.2907,61.9125,24.8581,0.9831,0.06724,8,0.8,0.3904,219.326,26,1.3,148.727,normal,3
PRR,RISC-V-like,10,39.8399,54.2269,36.9138,0.9494,0.06599,7,0.7,0.6055,215.804,17,0.85,151.53,normal,4
PRM,RISC-V-like,10,47.3106,61.6975,42.5269,0.9494,0.06599,6,0.6,0.2252,215.804,11,0.55,151.53,normal,4
Contextual Bandit RL,RISC-V-like,10,52.1334,66.5203,34.7073,0.9494,0.06599,7,0.7,0.5855,215.804,25,1.25,151.53,normal,4
Proposed Hybrid,RISC-V-like,10,51.2051,65.5921,24.4508,0.9494,0.06599,8,0.8,0.1441,215.804,29,1.45,151.53,normal,4
PRR,RISC-V-like,10,41.8722,55.9711,32.3744,0.9538,0.06765,8,0.8,0.2075,211.484,16,0.8,147.819,normal,5
PRM,RISC-V-like,10,34.5179,48.6168,30.4831,0.9538,0.06765,6,0.6,0.3193,211.484,13,0.65,147.819,normal,5
Contextual Bandit RL,RISC-V-like,10,53.4613,67.5603,16.7972,0.9538,0.06765,7,0.7,0.1896,211.484,29,1.45,147.819,normal,5
Proposed Hybrid,RISC-V-like,10,46.5244,60.6233,22.582,0.9538,0.06765,9,0.9,0.5874,211.484,28,1.4,147.819,normal,5
PRR,RISC-V-like,10,227.8465,276.8389,169.8117,0.9938,0.02029,9,0.9,0.1455,1224.81,42,2.1,492.974,cpu_heavy,1
PRM,RISC-V-like,10,198.9628,247.9552,135.1215,0.9938,0.02029,8,0.8,0.1449,1224.81,12,0.6,492.974,cpu_heavy,1
Contextual Bandit RL,RISC-V-like,10,309.5813,358.5737,71.3432,0.9938,0.02029,9,0.9,0.3783,1224.81,83,4.15,492.974,cpu_heavy,1
Proposed Hybrid,RISC-V-like,10,285.9106,334.903,81.916,0.9938,0.02029,9,0.9,0.2411,1224.81,73,3.65,492.974,cpu_heavy,1
PRR,RISC-V-like,10,174.4648,216.0594,136.0213,0.9951,0.02392,8,0.8,0.1746,1039.864,62,3.1,417.996,cpu_heavy,2
PRM,RISC-V-like,10,156.9833,198.5779,153.992,0.9951,0.02392,8,0.8,0.1291,1039.864,10,0.5,417.996,cpu_heavy,2
Contextual Bandit RL,RISC-V-like,10,273.4453,315.0398,52.4398,0.9951,0.02392,9,0.9,0.1724,1039.864,81,4.05,417.996,cpu_heavy,2
Proposed Hybrid,RISC-V-like,10,206.8844,248.479,77.6322,0.9951,0.02392,8,0.8,0.2648,1039.864,67,3.35,417.996,cpu_heavy,2
PRR,RISC-V-like,10,202.3629,248.5977,137.1661,0.9971,0.02157,9,0.9,0.125,1155.87,60,3.0,463.688,cpu_heavy,3
PRM,RISC-V-like,10,207.0487,253.2835,178.6574,0.9971,0.02157,8,0.8,0.1428,1155.87,10,0.5,463.688,cpu_heavy,3
Contextual Bandit RL,RISC-V-like,10,277.1433,323.3781,75.1118,0.9971,0.02157,9,0.9,0.2957,1155.87,82,4.1,463.688,cpu_heavy,3
Proposed Hybrid,RISC-V-like,10,257.7966,304.0313,65.2585,0.9971,0.02157,9,0.9,0.3504,1155.87,84,4.2,463.688,cpu_heavy,3
PRR,RISC-V-like,10,193.0671,238.6769,173.2758,0.9896,0.0217,8,0.8,0.5655,1140.245,56,2.8,460.868,cpu_heavy,4
PRM,RISC-V-like,10,202.1812,247.791,202.1812,0.9896,0.0217,8,0.8,0.1136,1140.245,9,0.45,460.868,cpu_heavy,4
Contextual Bandit RL,RISC-V-like,10,292.5269,338.1367,77.8084,0.9896,0.0217,9,0.9,0.2718,1140.245,87,4.35,460.868,cpu_heavy,4
Proposed Hybrid,RISC-V-like,10,271.9975,317.6073,49.7084,0.9896,0.0217,9,0.9,0.3044,1140.245,91,4.55,460.868,cpu_heavy,4
PRR,RISC-V-like,10,194.3038,239.1473,155.093,0.9907,0.02209,8,0.8,0.1433,1121.087,43,2.15,452.655,cpu_heavy,5
PRM,RISC-V-like,10,171.744,216.5875,161.2832,0.9907,0.02209,8,0.8,0.1607,1121.087,10,0.5,452.655,cpu_heavy,5
Contextual Bandit RL,RISC-V-like,10,297.8136,342.6571,43.0125,0.9907,0.02209,9,0.9,0.4698,1121.087,88,4.4,452.655,cpu_heavy,5
Proposed Hybrid,RISC-V-like,10,262.2419,307.0853,71.3049,0.9907,0.02209,9,0.9,0.3174,1121.087,92,4.6,452.655,cpu_heavy,5
PRR,RISC-V-like,10,160.2607,195.1367,98.1291,0.9855,0.02826,9,0.9,0.1449,697.522,27,1.35,353.881,bursty,1
PRM,RISC-V-like,10,128.04,162.9161,80.7607,0.9855,0.02826,8,0.8,0.1661,697.522,12,0.6,353.881,bursty,1
Contextual Bandit RL,RISC-V-like,10,224.9943,259.8704,9.902,0.9855,0.02826,9,0.9,0.3224,697.522,64,3.2,353.881,bursty,1
